label;review
negative;decent product works except dvd drive didnt work also received intel pentium
negative;unit play region 2 bluray bought favorite british mysteries blu ray wont
negative;pleased smartshell case paisley print stylish sophisticated received several compliments also designed
positive;didnt work straight box tried melt cable tv antenna dont buy worth
negative;junk never worked begining amazons customer service wasnt helpful sorry guys tellin
positive;hot point burned today pretty badly carpet emit smell hot lack better
positive;twice wires burned careful follow instructions time could smell wires turned wouldnt
negative;received different item advertised never bought glass screen protector company gotten away
positive;working 24 months inside burnt toxic smell people reviewed im going buy
positive;hopeful tried receiver listened set realized receiver extremely dangerous lucky sense quickly
negative;comment based first example card received card would format canon 7d mk
positive;piece plastic melted one pins usb port preventing cable fully seated return
negative;mini dv portion works vhs portion doesnt work spits tape immediately overall
positive;hah least one dimm burnt pcb smell 2 weeks counting chassis still
positive;fine hour next know electrical burn smell ran capacitors blown one 3
negative;dvd recorder defect firmware causes recorder turn recording transfer tivo reason occurs
positive;placed ensure cables constantly bending pullingwrenching got hot melted adhesive underneath top
negative;pretty figured remove replace links sizing easy unfortunately caused rash skin disappointed
